experiment_id,family,eps,budget,job_id,pairing_id,run_type,victim_run_id,victim_seed,attacker_id,source_class,source_class_name,target_index,target_true_class,target_true_class_name,target_adv_class,target_adv_class_name,predicted_class,predicted_class_name,success,adv_confidence,true_confidence,target_loss,clean_accuracy,brew_artifact_path,brew_job_id,brew_loss,source_target_distance,source_target_rank,condition,distance_bucket,symmetric,pair_distance_rank,pair_distance_rank_fraction,source_source_distance,source_pair_label,source_stratum,source_source_rank,motif_label,motif_rank,alignment_type,S,T,G,a_self,b_self,a_cross,b_cross,target_target_distance,cross_alignment_gap,overlap_policy,merge_rule,overlap_seed,overlap_percentage,overlap_fraction,overlap_target_count,overlap_total,effective_unique_poison_count,overlaps_lost_by_attacker
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,0,0,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.011184009723365307,0.9856018424034119,4.493270397186279,0.922992299229923,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,1,1,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.0347396619617939,0.9530778527259827,3.3598732948303223,0.9165916591659166,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,2,2,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.001091247657313943,0.9966739416122437,6.820433616638184,0.9215921592159216,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,3,3,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.033227745443582535,0.9644413590431213,3.404370069503784,0.9252925292529253,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,4,4,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.010462828911840916,0.988012433052063,4.559926509857178,0.9228922892289229,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,5,5,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.0014229037333279848,0.9978118538856506,6.555055618286133,0.9196919691969196,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,6,6,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.028612902387976646,0.9596163034439087,3.5538973808288574,0.9241924192419242,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
c2_mini,C2mini,8,0.01,solo_src6_sel4_to0,,solo,7,7,src6_sel4_to0,6,frog,1436,6,frog,0,airplane,6,frog,0,0.06916945427656174,0.9124099612236023,2.6711957454681396,0.9237923792379238,artifacts/c2/c2_mini/c2_mini/brews/brew_src6_sel4_to0.pt,brew_src6_sel4_to0,0.3220045566558838,0.681496262550354,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
